"Event","Time","TotalJobs"
"Service","10599.141367632787","5"
"Service","10603.30547835668","4"
"Service","10623.297404328825","3"
"Service","10626.660713383002","2"
"Service","10643.244823601524","2"
"Service","10648.493878953419","1"
"Service","10664.000324423821","2"
"Service","10673.191397442417","1"
"Service","10692.646319625745","3"
"Service","10695.523828312686","2"
"Service","10717.874656450123","3"
"Service","10722.13707290183","2"
"Service","10745.779220591618","4"
"Service","10750.717215445566","3"
"Service","10769.598502783316","3"
"Service","10782.596510465844","3"
"Service","10792.696208704976","3"
"Service","10812.890563429275","2"
"Service","10814.817213403563","1"
"Service","10838.493267365675","2"
"Service","10844.316661925943","1"
"Service","10860.962690502845","2"
"Service","10873.97783130557","2"
"Service","10893.023856004138","2"
"Service","10898.412434274527","1"
"Service","10918.312923232616","0"
"Service","10953.558113171197","0"
"Service","10982.051056705399","0"
"Service","10999.337278577917","1"
"Service","11007.34291836303","2"
"Service","11033.515900307983","5"
"Service","11038.088911972378","4"
"Service","11052.219564249579","5"
"Service","11064.1881310996","5"
"Service","11073.864345934071","5"
"Service","11091.418949102395","4"
"Service","11101.270356678466","4"
"Service","11118.164156664543","3"
"Service","11119.509192059797","2"
"Service","11136.986255984126","2"
"Service","11138.197626660967","1"
"Service","11155.402060334301","2"
"Service","11176.183584017035","5"
"Service","11179.872401206809","4"
"Service","11199.167178268144","4"
"Service","11209.995677821942","3"
"Service","11227.194247084126","4"
"Service","11234.580245552359","4"
"Service","11249.781282637992","4"
"Service","11259.800159274757","3"
"Service","11270.882826700874","3"
"Service","11288.398095520317","2"
"Service","11294.275927291048","1"
"Service","11313.199404348705","1"
"Service","11319.992301801578","0"
"Service","11351.048167020288","1"
"Service","11370.325565023868","1"
"Service","11389.607294949912","3"
"Service","11399.026741707608","2"
"Service","11409.488540515847","1"
"Service","11421.792673172466","2"
"Service","11442.257600281975","3"
"Service","11451.638161432944","3"
"Service","11457.959588854139","2"
"Service","11471.05775413744","1"
"Service","11477.057099747995","1"
"Service","11496.656635046958","1"
"Service","11516.51108783701","3"
"Service","11530.241449734633","2"
"Service","11536.7139775487","2"
